wave (um),depth,Rp/R*
2.1 , 0.006480,0.0805
2.35, 0.006480,0.0805
2.656,0.006480,0.0805
2.961,0.006480,0.0805
3.267,0.006480,0.0805
3.572,0.006480,0.0805
3.878,0.006480,0.0805
4.183,0.006480,0.0805
4.489,0.006480,0.0805
4.794,0.006480,0.0805
5.1,  0.006480,0.0805
5.3,  0.006480,0.0805
