wave (um),depth,Rp/R*
2.3542519081773943,0.023418525067939622,0.15303112450720482
2.356377897622567,0.023422924659229707,0.15304549865719574
2.3585039145518794,0.024051503042113766,0.15508547011926607
2.360629960460335,0.02330275698173539,0.15265240575154848
2.362756036840243,0.022936216356638915,0.15144707444067354
2.364882145181231,0.023539639448779074,0.15342633231873554
2.367008286970267,0.023172264747933234,0.15222438946480696
2.3691344636916725,0.023094715654865577,0.1519694563222017
2.371260676827142,0.022945017539582276,0.15147612861300053
2.3733869278557576,0.023339402027418448,0.15277238633803705
2.375513218254008,0.022995985727242835,0.1516442736381524
2.377639549495804,0.022911155447675583,0.15136431365310513
2.379765923052493,0.023338530557144715,0.1527695341262279
2.3818923403928807,0.023445774623696274,0.15312013134691427
2.384018802983241,0.023500122833973458,0.15329749780728144
2.3861453122873373,0.023495357264721455,0.1532819534867737
2.3882718697664362,0.02355836067289472,0.15348733065922646
2.3903984768793234,0.02355156803090435,0.15346520136794645
2.392525135082321,0.023225070779251202,0.15239773876029528
2.3946518458293022,0.02352121541622345,0.15336627861503144
2.3967786105717086,0.023047864828372306,0.15181523253077178
2.398905430758564,0.023318751281122353,0.1527047847355228
2.4010323078364912,0.0230161164125875,0.1517106338151268
2.4031592432497275,0.023298955333079557,0.15263995326610774
2.4052862384401394,0.023322935701202013,0.15271848513261913
2.407413294847239,0.022937972653981367,0.15145287271617322
2.409540413908198,0.023226729939671596,0.1524031821835476
2.411667597057865,0.02307090258390591,0.1518910879015155
2.4137948457287783,0.024135546194941956,0.15535619136340192
2.415922161351182,0.023871375336329874,0.15450364182222331
2.418049545353041,0.02333856283401516,0.15276963976528568
2.4201769991600552,0.023225199664982876,0.15239816161943318
2.4223045241956758,0.023355494923327374,0.1528250467800595
2.424432121881119,0.022879293995308584,0.15125902946703243
2.4265597936353798,0.02344411973659453,0.15311472736675114
2.4286875408752477,0.02343116664210219,0.15307242286611325
2.4308153650153215,0.02306390073402365,0.15186803723635744
2.4329432674680227,0.02309022576579455,0.1519546832637762
2.4350712496436104,0.02296421594220343,0.1515394864126292
2.4371993129501957,0.02339831135776694,0.15296506580839606
2.439327458793754,0.022936192260799522,0.15144699488863925
2.4414556885781424,0.023497259227739167,0.15328815749345795
2.443584003705112,0.022875206417162577,0.1512455170150923
2.445712405574321,0.023059778658990115,0.15185446539035366
2.44784089558335,0.02369984273980265,0.1539475324251826
2.449969475127714,0.02310553468932813,0.1520050482363271
2.4520981456008792,0.022907751546237955,0.15135306916689187
2.454226908394274,0.02343581361018137,0.15308760109878713
2.456355764897303,0.023211197836803567,0.15235221638297083
2.458484716497362,0.023377191995052175,0.15289601693651858
2.4606137645798496,0.023135468439424857,0.15210347937974614
2.4627429105281813,0.023279169633739105,0.1525751278345822
2.4648721557238034,0.023061053452961326,0.15185866275244664
2.4670015015462057,0.02307029388773409,0.1518890841625365
2.4691309493729343,0.023231115584948222,0.1524175698039705
2.471260500579606,0.02388901163381549,0.15456070533552663
2.473390156539919,0.022961457639857973,0.15153038520329173
2.475519918625669,0.023317828418420342,0.15270176298399551
2.47764978820676,0.022800854637629733,0.15099951866688097
2.479779766651217,0.023518652014105728,0.15335792126299094
2.4819098553252,0.022970651852540543,0.1515607200185475
2.4840400555930158,0.02342808262126115,0.15306234880355504
2.4861703688171315,0.022868958441587848,0.15122486052758602
2.488300796358186,0.023121801913578956,0.15205854765049862
2.490431339575003,0.022991740312139807,0.15163027505132282
2.4925619998246042,0.02324683532160476,0.1524691290773472
2.494692778462221,0.02282080904089469,0.15106557861039918
2.496823676841306,0.022882759920391408,0.15127048595278395
2.498954696313547,0.022931408856220487,0.151431201726132
2.5010858382288785,0.022957510689064722,0.1515173610153791
2.5032171039354933,0.023072030748289136,0.15189480158415275
2.505348494779856,0.02286485229899997,0.15121128363650632
2.5074800121067127,0.023083502341537273,0.15193255853021523
2.509611657259105,0.02329410478893208,0.15262406359723252
2.5117434315783815,0.022826988959953484,0.1510860316506906
2.5138753364042095,0.023135636203287704,0.1521040308581193
2.516007373074587,0.023004250617658505,0.15167152210503626
2.5181395429258533,0.02274181279102716,0.15080388851427923
2.5202718472927024,0.02284029414560229,0.15113005705551194
2.522404287508194,0.023041818236722803,0.15179531691301548
2.524536864903764,0.022745341263379678,0.15081558693775546
2.5266695808092376,0.023107221430123174,0.15201059644025863
2.5288024365528403,0.022807086812990138,0.15102015366496666
2.530935433461209,0.022685575232633776,0.1506173138541309
2.5330685728594036,0.022784994745172295,0.15094699316373378
2.5352018560709175,0.022828318981333324,0.1510904331231244
2.5373352844176904,0.022976678099232137,0.15158059934975893
2.5394688592201184,0.02268297550522571,0.1506086833659524
2.541602581797065,0.02270260974485809,0.15067385222678184
2.543736453465873,0.022716190710118565,0.1507189129144666
2.5458704755423756,0.022978005489141126,0.15158497778190663
2.548004649340906,0.02282541367411769,0.15108081835268727
2.5501389761743094,0.022655010260832664,0.15051581398920402
2.5522734573539543,0.022710183837050132,0.15069898419382305
2.5544080941897427,0.022720839654554955,0.15073433469039146
2.55654288799012,0.022662482329230082,0.1505406334822266
2.5586778400620878,0.022739058367529312,0.15079475576932147
2.5608129517112133,0.023008356614931554,0.15168505732250476
2.56294822424164,0.022736501606768513,0.15078627791270832
2.565083658956098,0.022743286363315875,0.15080877415891913
2.567219257155916,0.022802779045015962,0.15100589076263204
2.569355020141029,0.02263877346450661,0.15046186714415918
2.571490949209992,0.022708688014746257,0.15069402116456465
2.573627045659988,0.022690836477719436,0.15063477844680967
2.57576331078684,0.022640778091027967,0.15046852857334642
2.57789974588502,0.022817302227355066,0.15105397123993486
2.5800363522476593,0.022888996132644588,0.1512910973343924
2.5821731311665608,0.022826709234989584,0.1510851059336743
2.5843100839322055,0.022613061873684347,0.15037640065410646
2.586447211833766,0.02278405489228314,0.1509438799431204
2.5885845161591146,0.02261566637068672,0.15038506033076132
2.5907219981948346,0.022662297001072057,0.15054001793899208
2.592859659226229,0.0226034524047348,0.15034444587258552
2.5949975005373314,0.02290008142576652,0.15132772854228177
2.5971355234109152,0.022674184463488317,0.15057949549486582
2.5992737291285044,0.022795988278025765,0.15098340398211244
2.6014121189703823,0.022619882636339253,0.15039907791053525
